Id,A,B,C,D,E,F,G,H,I,Air Quality
1457,11.1,6.0,1.5,24.0,22.2,60.3,1.14,8.1,301,3
1458,6.2,10.8,1.7,21.8,29.4,88.6,1.66,13.9,541,2
1459,5.2,9.9,8.0,25.6,27.9,68.2,1.6,21.8,579,2
1460,5.5,7.7,24.5,28.7,20.5,93.1,1.46,32.8,300,2
1461,2.7,15.6,21.2,52.3,26.8,84.7,2.27,36.4,647,0
1462,6.3,11.4,0.7,22.1,32.5,83.0,1.6,9.3,512,2
1463,9.6,6.7,79.8,28.7,24.0,84.0,1.2,86.5,423,2
1464,7.0,11.8,5.7,32.6,25.9,54.3,1.35,19.6,649,2
1465,7.9,3.5,0.1,26.5,38.2,78.8,1.14,14.2,589,2
1466,10.2,5.6,1.4,26.7,21.1,42.5,1.07,4.7,484,3
1467,4.5,9.1,44.9,34.4,50.5,65.9,2.37,62.7,574,0
1468,10.7,1.9,8.8,20.7,23.1,59.2,0.99,14.1,346,3
1469,10.8,3.6,11.5,25.1,13.4,57.2,0.88,16.7,548,3
1470,5.5,7.3,39.5,27.6,28.7,52.8,1.37,54.9,382,2
1471,6.5,10.5,31.2,31.1,32.8,59.2,1.48,46.1,450,2
1472,3.5,17.2,23.0,44.0,35.2,70.6,1.79,42.3,726,1
1473,9.5,12.8,80.4,24.1,19.7,81.4,1.66,93.2,400,2
1474,11.0,5.0,7.9,22.2,14.3,65.9,0.89,13.5,390,3
1475,4.8,10.8,39.3,36.4,25.9,77.4,2.37,62.4,774,1
1476,10.4,6.1,21.0,26.2,26.8,54.4,0.88,22.0,377,3
1477,15.8,14.6,53.4,33.3,34.9,59.8,1.81,57.2,629,1
1478,10.4,5.6,3.3,22.5,26.3,43.3,0.97,8.3,434,3
1479,12.2,7.2,1.2,24.4,20.1,59.2,0.89,9.1,600,3
1480,12.0,5.0,14.4,20.6,22.5,80.8,0.96,21.1,584,3
1481,13.0,6.9,0.6,30.9,20.0,51.6,1.02,5.3,484,3
1482,12.8,7.1,2.5,25.2,22.8,51.0,1.17,6.8,500,3
1483,8.2,14.8,4.4,36.5,32.0,68.3,2.18,19.3,771,1
1484,10.9,5.1,4.8,27.6,24.4,78.7,1.0,8.5,513,3
1485,7.0,14.0,3.6,29.8,34.6,91.3,1.09,10.8,649,2
1486,10.0,4.9,7.4,24.4,24.9,44.8,1.02,8.4,541,3
1487,6.3,24.1,35.6,37.2,34.2,80.5,2.17,44.6,607,1
1488,8.2,5.0,52.5,35.0,32.5,81.6,1.59,65.4,624,2
1489,3.4,0.1,14.7,42.1,42.8,83.5,2.31,36.2,797,1
1490,12.4,13.0,12.8,35.5,24.7,97.4,1.75,37.3,513,1
1491,5.5,21.9,11.3,41.0,28.3,67.4,2.04,26.7,493,1
1492,3.9,2.6,4.1,24.6,32.0,89.2,1.83,16.2,480,1
1493,11.1,6.6,3.8,19.1,20.0,46.7,0.88,7.0,395,3
1494,10.4,8.1,27.8,30.4,19.9,77.7,1.98,37.1,693,2
1495,10.6,4.8,7.8,28.4,14.7,80.6,0.76,11.7,366,3
1496,6.9,13.8,19.0,36.1,20.5,79.0,1.49,27.4,604,2
1497,11.1,8.1,19.0,17.0,19.7,77.2,1.0,26.3,217,3
1498,2.8,11.8,6.6,46.6,54.9,81.9,2.19,31.9,734,0
1499,7.5,4.1,28.5,32.3,26.4,65.9,1.63,38.8,662,2
1500,10.3,5.4,1.7,24.0,13.1,57.7,0.83,7.6,449,3
1501,5.6,10.9,4.4,25.7,18.2,86.6,1.37,16.6,594,2
1502,4.7,21.8,62.8,41.6,42.7,105.2,2.47,89.8,677,0
1503,11.1,6.8,16.3,27.8,10.6,61.2,1.19,24.1,365,3
1504,13.6,4.3,8.8,23.8,14.1,51.1,0.94,12.7,425,3
1505,8.4,2.2,18.4,26.5,28.5,93.2,1.17,18.5,506,2
1506,8.1,18.7,40.5,32.5,31.3,89.5,1.86,56.8,630,1
1507,3.3,37.6,51.6,50.4,36.4,102.2,2.3,74.0,671,0
1508,18.1,0.8,7.0,27.5,18.5,56.7,1.09,15.8,406,3
1509,12.0,2.6,0.5,24.3,24.3,78.1,1.0,5.2,517,3
1510,4.1,20.0,135.1,30.7,36.7,93.7,2.12,144.6,531,1
1511,4.3,13.6,31.6,35.5,24.3,95.0,2.34,52.5,478,1
1512,5.4,13.6,14.3,41.1,32.7,68.2,1.86,22.6,453,2
1513,8.2,6.9,10.9,24.4,19.6,79.8,1.47,29.8,593,2
1514,6.1,9.9,22.0,35.5,35.0,69.0,2.1,38.7,490,1
1515,6.6,17.5,17.5,25.1,27.6,61.0,1.51,36.0,458,2
1516,5.0,9.0,2.8,32.5,24.4,79.2,1.57,15.5,479,2
1517,4.3,16.1,18.0,32.8,44.1,89.1,1.64,32.4,734,1
1518,11.8,11.5,38.7,27.3,29.0,103.2,1.37,45.3,477,1
1519,4.0,24.0,21.3,32.0,33.6,63.1,2.03,36.9,746,1
1520,12.5,7.2,34.2,26.2,26.1,46.4,1.13,40.9,358,3
1521,13.7,8.8,4.9,30.7,22.9,53.5,0.98,11.5,429,3
1522,14.6,5.3,3.3,18.0,11.3,66.7,0.82,6.1,517,3
1523,7.2,19.5,12.2,38.5,40.5,103.0,1.89,37.4,527,1
1524,9.1,9.2,8.8,23.6,33.2,84.3,1.23,20.2,477,2
1525,4.4,17.0,11.8,30.8,29.1,62.2,1.91,37.1,629,1
1526,11.0,18.5,29.4,31.2,38.7,99.0,1.79,59.3,639,0
1527,18.6,4.9,12.9,22.7,21.9,76.8,0.99,15.2,410,3
1528,6.1,10.6,5.3,38.2,29.2,67.7,2.25,19.4,514,1
1529,11.8,7.9,2.8,28.0,27.8,63.6,0.91,6.3,344,3
1530,6.9,9.1,7.0,33.5,31.1,90.8,1.77,14.0,672,1
1531,9.9,7.3,27.9,24.0,17.3,86.1,1.36,40.8,491,2
1532,2.5,10.1,9.7,40.3,47.8,120.5,2.58,27.6,799,0
1533,7.8,7.9,2.2,32.2,27.8,58.5,1.77,19.5,356,2
1534,10.5,9.0,9.0,27.9,19.9,47.4,1.06,14.2,428,3
1535,18.6,5.5,0.9,25.2,22.9,76.3,0.88,6.0,590,3
1536,10.9,8.4,1.9,25.1,24.0,47.4,1.0,6.0,265,3
1537,11.4,11.4,7.8,26.1,22.7,60.2,1.63,18.9,551,2
1538,6.6,0.7,15.7,30.8,23.8,66.5,1.54,21.5,528,2
1539,5.1,12.8,6.8,31.0,17.7,50.1,1.7,20.9,328,2
1540,5.9,0.5,5.2,23.5,14.4,51.9,1.41,15.0,475,2
1541,10.1,5.5,23.2,30.7,13.5,79.1,0.98,25.8,456,3
1542,4.4,7.1,16.4,19.2,18.8,66.2,2.25,44.9,799,1
1543,11.2,2.4,10.7,29.4,11.2,60.4,1.03,14.9,363,3
1544,5.9,16.4,38.4,30.0,30.8,78.1,1.45,55.7,739,1
1545,13.8,9.3,54.3,28.0,14.7,52.1,1.03,60.1,268,3
1546,10.5,8.4,2.8,22.3,26.9,51.5,0.96,8.6,370,3
1547,11.2,6.6,30.3,27.3,27.8,71.6,1.03,35.3,237,3
1548,5.5,12.9,18.2,29.3,29.2,86.7,1.4,32.5,552,2
1549,5.9,13.6,37.3,30.7,26.0,75.8,1.34,50.0,415,2
1550,4.7,11.4,29.6,29.4,37.0,61.4,1.89,50.2,497,1
1551,10.5,4.5,0.2,21.2,17.9,52.0,0.95,3.9,278,3
1552,10.8,8.0,2.6,24.9,11.8,58.5,0.98,7.2,299,3
1553,3.9,14.1,32.4,31.1,22.2,68.6,2.06,43.0,417,1
1554,5.3,8.6,75.2,37.4,25.4,51.2,1.66,85.4,450,2
1555,11.4,5.9,2.1,28.9,18.9,67.0,1.08,5.9,416,3
1556,8.0,12.1,64.0,36.2,28.3,83.2,2.28,75.6,732,1
1557,5.6,9.0,52.9,26.8,26.9,63.4,1.39,63.6,324,2
1558,3.3,20.4,68.6,48.3,51.8,95.4,3.36,89.2,685,0
1559,11.3,1.3,8.8,26.1,16.9,68.6,1.06,14.4,424,3
1560,10.2,6.1,4.2,27.2,11.4,51.0,1.01,8.7,469,3
1561,6.5,4.8,84.0,26.3,21.7,69.2,1.46,93.8,404,2
1562,11.2,5.4,22.0,24.7,14.5,46.6,1.18,28.7,463,3
1563,3.4,18.0,16.1,33.6,40.1,74.3,2.24,36.2,655,1
1564,5.6,2.4,0.0,33.2,33.6,66.6,1.79,8.7,535,2
1565,10.9,4.0,1.9,20.0,24.1,48.7,1.13,10.8,448,3
1566,10.4,7.2,11.5,20.2,19.3,59.0,0.99,16.7,393,3
1567,6.4,7.7,4.5,31.1,24.2,66.0,1.57,6.0,694,2
1568,3.5,1.8,40.9,36.5,25.0,89.2,1.85,61.0,687,1
1569,5.2,14.6,5.3,36.0,33.0,71.3,1.73,25.4,677,2
1570,6.6,9.4,1.6,29.7,33.4,72.5,1.72,14.0,315,2
1571,3.3,14.3,2.7,30.4,38.4,80.4,3.11,21.0,856,0
1572,4.0,10.4,13.3,35.3,32.6,92.3,1.87,24.1,623,1
1573,10.3,17.4,20.5,18.0,25.4,81.6,1.67,23.8,551,2
1574,5.0,25.1,26.4,40.5,33.4,69.4,1.62,34.8,501,1
1575,10.4,7.2,2.6,24.5,18.2,68.7,0.77,8.3,253,3
1576,6.4,7.3,9.3,34.9,34.4,71.7,1.57,19.4,577,2
1577,3.0,23.3,28.3,36.2,46.8,128.1,1.99,47.0,485,0
1578,4.6,20.1,45.3,33.7,34.5,108.8,2.29,66.0,897,0
1579,5.6,23.0,53.4,38.9,42.4,80.0,2.19,66.4,695,1
1580,5.5,4.9,3.2,28.6,26.6,50.1,1.6,15.6,566,2
1581,10.4,6.7,25.8,20.2,21.1,54.7,1.06,33.6,598,3
1582,8.4,23.8,27.8,41.0,43.4,80.9,2.95,56.5,556,0
1583,10.3,5.1,27.0,28.5,18.0,50.7,1.04,32.5,396,3
1584,5.2,15.0,6.8,29.4,19.5,68.1,1.4,22.0,361,2
1585,11.0,6.2,9.5,23.5,25.4,75.6,1.03,14.1,239,3
1586,3.4,16.4,6.9,41.1,37.1,105.0,2.45,30.9,750,0
1587,8.4,14.2,14.7,33.2,36.6,101.3,1.53,20.5,509,1
1588,13.6,5.8,16.4,29.9,16.7,48.7,1.1,18.6,471,3
1589,11.1,5.1,3.4,25.0,22.1,54.9,0.85,8.8,465,3
1590,10.3,3.8,1.6,23.3,16.1,49.1,1.06,6.7,222,3
1591,11.3,4.1,5.5,23.5,26.4,50.8,0.8,10.7,383,3
1592,5.7,9.0,11.0,27.7,21.2,68.1,1.33,19.6,420,2
1593,4.5,7.4,5.0,39.8,25.1,63.6,2.27,19.4,681,1
1594,5.9,12.2,2.4,43.1,30.0,69.1,2.08,16.6,657,1
1595,7.7,31.4,104.7,47.0,43.9,98.2,3.08,108.8,494,0
1596,4.4,19.5,14.5,34.9,31.2,68.1,2.11,27.0,726,1
1597,5.3,18.0,59.9,36.0,30.5,51.6,1.98,82.8,784,1
1598,10.6,5.9,2.2,28.9,23.1,48.1,1.09,5.6,465,3
1599,6.6,5.5,3.0,32.2,32.2,95.9,1.38,12.3,485,1
1600,5.6,12.9,5.4,32.6,26.2,92.5,1.32,10.9,377,2
1601,6.9,29.1,3.7,24.9,36.7,82.9,1.72,17.6,536,1
1602,14.0,6.9,92.7,29.0,33.2,79.7,1.84,112.4,785,1
1603,8.5,9.3,52.1,32.2,20.3,79.5,1.67,54.7,448,2
1604,4.4,28.6,32.6,39.5,37.1,94.4,1.8,51.0,654,1
1605,6.3,10.6,9.4,31.6,29.8,59.5,1.31,14.6,344,2
1606,10.3,5.0,13.8,25.9,17.4,76.7,1.2,17.9,251,3
1607,10.7,5.8,1.8,20.9,13.0,42.5,1.01,5.2,297,3
1608,4.9,30.8,115.9,36.5,27.8,102.2,2.22,128.0,510,1
1609,3.9,9.2,52.9,32.3,29.6,96.1,2.44,67.1,534,1
1610,15.4,5.6,2.3,26.8,17.9,45.7,0.88,8.2,440,3
1611,12.6,5.9,42.7,17.2,20.8,64.4,1.08,48.7,569,3
1612,10.6,5.7,32.6,26.8,17.4,48.9,0.92,34.3,233,3
1613,4.4,15.7,22.1,33.5,41.6,96.2,2.17,41.0,596,1
1614,13.1,7.6,2.3,31.4,24.4,76.6,1.01,7.9,570,3
1615,9.0,12.5,120.7,37.2,43.4,69.3,1.93,129.3,529,1
1616,2.8,4.4,59.1,45.9,46.9,56.9,1.94,79.3,763,0
1617,11.0,1.1,2.0,28.1,21.5,67.8,0.85,6.9,344,3
1618,5.2,14.1,7.3,30.3,26.3,51.2,1.39,18.8,624,2
1619,4.3,10.0,2.0,45.7,31.0,100.1,2.0,21.9,477,1
1620,12.5,4.0,25.0,16.4,19.1,40.9,1.15,28.3,459,3
1621,10.6,2.4,1.4,24.5,15.3,50.7,1.02,8.1,258,3
1622,5.4,13.2,20.7,26.8,18.5,72.5,1.72,35.2,662,2
1623,5.0,17.5,15.8,41.1,34.9,86.1,1.88,34.3,716,1
1624,14.4,9.9,11.1,31.0,20.9,74.1,0.86,14.5,353,3
1625,11.2,5.2,0.7,35.2,26.6,71.9,0.98,5.3,442,3
1626,12.3,9.8,7.8,25.4,28.0,74.2,0.97,13.0,308,3
1627,21.7,5.6,12.9,24.4,26.1,79.3,1.2,18.3,449,3
1628,6.7,12.3,37.2,42.9,25.6,94.8,1.95,58.6,490,1
1629,5.3,17.9,33.1,40.4,35.3,65.1,1.82,55.6,440,1
1630,8.2,21.8,43.4,37.5,43.7,87.0,1.79,58.7,484,1
1631,12.5,8.0,14.5,26.5,23.4,60.4,1.13,17.0,396,3
1632,10.1,4.4,7.5,21.0,19.5,54.3,1.05,11.7,569,3
1633,4.2,18.1,18.7,44.1,29.3,89.4,1.87,39.9,450,1
1634,11.1,5.8,2.4,27.5,22.2,69.5,0.99,10.0,462,3
1635,12.3,4.4,2.7,34.5,28.5,45.9,0.94,8.0,384,3
1636,10.7,2.4,9.3,24.7,19.3,78.0,0.92,13.9,599,3
1637,14.3,5.9,3.9,20.9,19.7,68.0,1.05,11.2,416,3
1638,5.5,5.9,2.8,35.1,31.9,75.6,2.06,21.0,766,1
1639,5.8,4.5,64.7,43.6,38.6,104.2,2.72,85.9,676,0
1640,12.2,1.8,4.1,23.9,24.0,70.2,1.03,6.0,458,3
1641,3.0,38.7,25.5,48.8,37.5,101.3,2.87,50.1,544,0
1642,12.0,7.8,19.2,25.4,13.7,50.5,0.99,26.3,317,3
1643,10.5,7.4,1.1,30.6,21.0,61.9,0.93,5.2,406,3
1644,4.0,7.1,26.2,28.6,32.7,59.7,2.04,52.2,769,1
1645,2.9,20.5,14.1,43.7,41.9,83.8,2.47,54.0,914,0
1646,3.4,18.2,16.2,29.9,35.5,96.2,1.85,29.3,444,1
1647,10.1,2.1,18.2,23.9,21.1,69.1,0.94,24.0,373,3
1648,4.3,12.0,30.9,42.1,36.9,80.6,2.09,41.8,437,1
1649,3.7,20.7,3.9,42.1,34.4,74.0,1.69,21.4,611,1
1650,11.1,6.9,7.9,23.6,20.8,45.6,1.19,9.2,521,3
1651,6.4,23.0,28.6,32.0,38.3,95.2,2.11,41.8,435,1
1652,7.2,10.9,3.5,33.9,31.0,74.7,1.41,15.2,678,2
1653,5.5,15.2,66.6,39.0,45.6,96.8,2.2,99.7,613,0
1654,7.9,13.1,13.4,37.6,30.3,87.7,2.41,32.0,825,1
1655,11.3,1.1,6.3,33.2,19.0,62.2,1.14,15.7,546,3
1656,6.2,18.8,25.1,43.5,38.4,71.9,1.8,44.1,569,1
1657,3.6,22.2,74.6,56.5,36.9,113.5,2.2,93.9,690,0
1658,4.1,13.6,37.7,21.0,33.5,94.3,1.52,55.3,722,1
1659,7.0,19.8,21.3,43.6,49.9,89.8,2.72,35.6,614,0
1660,3.4,-1.9,64.9,32.7,30.5,82.0,1.93,78.4,766,1
1661,11.7,5.9,1.6,29.7,15.1,61.8,0.99,5.1,336,3
1662,14.7,6.3,2.6,23.6,19.5,69.5,1.12,7.0,512,3
1663,16.8,7.8,7.9,25.6,16.8,72.6,0.9,10.6,376,3
1664,12.0,4.2,18.3,30.2,23.3,74.5,0.87,25.0,499,3
1665,7.7,6.3,27.6,26.0,30.9,78.8,1.79,42.3,584,2
1666,6.8,12.6,4.9,34.4,14.6,90.0,1.71,16.4,488,1
1667,8.5,1.5,8.0,28.9,28.9,74.7,1.56,19.1,541,2
1668,3.6,11.1,27.4,39.2,41.0,70.1,1.91,40.3,511,1
1669,12.6,3.9,0.7,29.1,23.4,68.1,0.84,5.2,353,3
1670,5.5,35.7,10.8,42.0,47.4,92.6,2.21,29.5,770,0
1671,3.5,15.2,4.0,27.1,38.1,64.1,1.9,16.0,723,1
1672,5.1,5.2,37.4,29.5,24.1,53.9,1.47,50.4,679,2
1673,6.2,5.8,29.4,31.8,23.0,68.3,1.76,39.1,463,2
1674,7.5,6.5,8.8,28.8,23.1,79.7,1.48,20.2,350,2
1675,4.7,12.9,68.7,26.5,33.2,96.7,2.05,77.0,671,1
1676,4.0,14.6,38.5,37.5,32.7,93.5,1.74,45.1,454,1
1677,11.6,3.0,2.8,22.9,21.4,71.8,1.04,10.5,520,3
1678,12.6,4.2,1.1,24.4,24.4,60.9,1.09,2.1,350,3
1679,10.1,6.4,2.0,21.0,13.3,48.4,1.12,7.4,237,3
1680,14.4,6.0,15.6,20.0,20.0,71.0,0.89,21.0,575,3
1681,3.5,15.4,37.0,29.3,29.1,77.9,2.14,47.7,691,1
1682,9.0,12.9,4.3,31.5,20.3,50.3,1.61,14.8,677,2
1683,7.0,7.3,24.5,33.8,26.7,72.5,1.36,36.1,433,2
1684,12.7,4.3,19.8,27.8,12.0,43.3,0.96,24.5,404,3
1685,5.1,13.3,2.8,30.1,21.4,95.4,1.32,10.3,333,2
1686,4.1,24.5,1.7,44.2,33.5,95.3,2.43,26.7,581,0
1687,13.9,5.9,5.6,20.7,12.1,73.0,0.9,14.0,425,3
1688,11.0,2.8,0.2,26.6,16.5,62.2,0.88,5.9,444,3
1689,10.9,3.1,1.4,27.4,17.7,62.4,1.04,4.2,577,3
1690,8.2,24.5,3.2,41.7,49.5,76.5,1.92,19.6,698,0
1691,4.7,24.2,28.6,30.1,25.6,74.1,2.19,43.6,450,1
1692,6.1,12.3,5.2,30.6,26.0,72.7,1.1,8.5,493,2
1693,10.8,5.0,3.3,20.3,23.4,66.0,0.81,10.1,291,3
1694,5.4,14.3,8.0,23.2,25.1,67.2,1.57,14.3,456,2
1695,5.3,9.0,16.7,31.9,29.4,78.1,1.76,30.3,671,2
1696,5.0,12.6,72.1,35.4,33.4,55.6,1.71,81.2,296,2
1697,5.8,10.9,22.0,28.4,20.4,76.8,1.46,33.3,552,2
1698,10.0,14.4,2.9,35.7,30.8,60.6,1.36,11.2,627,2
1699,6.3,23.9,48.6,44.4,43.7,73.7,3.15,59.1,841,0
1700,10.4,5.6,19.9,23.8,26.2,48.8,0.83,25.8,403,3
1701,5.2,6.2,72.5,27.8,30.3,79.0,1.81,89.7,432,2
1702,3.2,8.7,4.5,47.0,40.4,95.9,2.69,19.7,739,0
1703,3.7,10.0,5.1,34.4,20.9,95.1,2.06,17.4,689,1
1704,6.2,21.3,4.6,31.5,32.5,105.1,1.9,9.8,786,1
1705,19.2,1.5,2.0,26.8,22.9,54.4,0.96,8.9,588,3
1706,5.6,-0.2,26.7,41.2,39.5,86.9,1.62,40.8,783,1
1707,5.1,28.2,5.4,38.1,35.0,84.3,2.68,4.6,455,0
1708,10.8,6.4,11.2,21.8,13.5,55.6,1.05,20.6,577,3
1709,10.4,4.0,31.0,24.1,18.3,45.5,0.91,35.5,396,3
1710,6.0,9.0,28.4,28.4,33.5,83.9,1.74,32.2,425,2
1711,10.7,4.0,4.1,19.2,14.3,73.8,1.1,7.2,448,3
1712,10.1,5.2,1.1,26.0,14.1,64.6,0.72,9.2,246,3
1713,12.1,3.0,1.3,24.0,15.6,67.8,0.98,7.0,415,3
1714,10.2,10.6,17.0,23.4,28.5,50.1,0.89,23.4,200,3
1715,10.9,8.7,20.5,22.6,28.3,46.8,1.03,22.9,518,3
1716,3.0,19.1,17.5,37.6,37.0,94.5,2.13,42.8,602,0
1717,4.8,14.6,25.8,35.3,43.0,66.8,1.96,35.6,666,1
1718,6.9,11.6,29.7,34.7,29.5,69.9,1.6,43.7,398,2
1719,5.0,16.2,0.6,39.4,24.7,71.0,1.25,10.8,441,2
1720,5.0,19.0,30.7,41.2,42.1,78.8,2.53,32.2,635,1
1721,10.2,3.3,17.0,21.8,21.2,78.4,0.92,20.6,203,3
1722,6.9,1.9,21.9,34.6,29.6,81.4,1.19,32.1,512,2
1723,11.3,4.5,3.7,21.1,17.6,80.4,1.0,9.6,333,3
1724,10.3,2.5,3.6,23.7,20.1,62.5,0.94,8.4,314,3
1725,10.2,2.3,14.0,23.8,14.5,73.7,1.17,16.6,606,3
1726,6.4,12.9,47.6,35.1,27.1,80.8,1.49,59.2,611,2
1727,6.0,6.9,39.5,39.8,18.8,88.8,1.38,50.1,418,2
1728,10.3,4.2,4.9,22.1,21.9,58.9,1.03,11.3,324,3
1729,12.7,4.4,0.5,21.9,15.4,65.2,0.81,2.0,216,3
1730,11.1,5.7,11.1,27.1,16.1,66.8,0.98,15.6,346,3
1731,7.7,10.5,2.5,25.7,33.6,50.4,1.44,14.9,600,2
1732,11.5,1.5,0.2,18.9,14.5,44.5,0.92,2.7,590,3
1733,5.2,10.1,29.1,31.2,22.0,62.3,1.51,39.3,571,2
1734,17.1,3.9,7.4,22.6,18.8,60.0,0.89,12.9,256,3
1735,3.4,18.6,39.2,40.6,33.0,76.8,1.85,60.7,686,1
1736,4.5,23.9,14.9,43.7,34.1,84.2,2.01,21.4,615,1
1737,5.8,18.7,47.1,30.2,34.5,96.8,2.86,76.3,582,0
1738,13.6,5.6,4.0,22.9,24.3,67.6,0.9,9.7,422,3
1739,10.6,5.7,20.3,29.0,18.9,46.0,0.72,26.8,505,3
1740,8.1,25.2,29.0,37.5,33.0,92.0,1.86,38.5,339,1
1741,10.1,2.0,5.1,24.0,14.8,39.1,1.02,14.0,242,3
1742,5.9,17.1,65.0,40.5,39.1,100.2,1.6,81.4,553,1
1743,16.9,6.9,3.8,23.5,21.1,75.8,0.82,7.7,258,3
1744,5.4,21.9,4.6,43.9,37.6,80.9,2.05,15.6,387,1
1745,12.0,5.8,3.3,22.9,12.3,51.6,0.88,7.0,349,3
1746,5.1,12.6,8.9,34.2,24.6,61.2,1.41,19.0,553,2
1747,3.9,12.9,204.0,52.4,44.4,102.6,3.16,221.6,588,0
1748,10.1,5.6,4.2,25.0,28.8,69.5,1.19,9.0,232,3
1749,10.4,7.6,34.2,31.6,20.8,82.6,1.83,38.6,477,2
1750,10.9,3.3,36.2,29.9,24.8,48.1,0.91,41.4,554,3
1751,11.5,2.6,13.1,26.0,18.0,69.7,1.03,17.6,245,3
1752,6.5,7.0,22.6,29.3,25.6,52.3,1.68,31.6,508,2
1753,3.3,9.2,46.9,40.5,39.0,87.4,1.83,66.7,680,1
1754,9.8,5.7,44.2,37.0,21.1,61.2,1.76,56.1,465,1
1755,5.1,11.0,4.5,26.3,37.1,86.9,2.22,22.1,556,1
1756,4.3,21.5,2.4,50.7,41.7,104.9,2.34,9.5,861,0
1757,13.0,6.8,17.3,28.8,21.2,54.3,1.1,23.2,213,3
1758,11.3,10.5,17.5,21.6,22.2,76.5,1.03,21.6,461,3
1759,5.9,3.7,2.0,28.4,27.4,82.6,1.37,14.6,339,2
1760,15.9,3.6,1.8,26.6,23.1,44.8,1.09,8.3,398,3
1761,11.9,3.6,28.9,26.8,26.2,60.7,0.93,33.8,411,3
1762,5.3,12.6,24.2,41.2,33.9,93.0,2.09,44.3,732,1
1763,6.9,13.4,28.1,31.2,22.8,64.1,1.64,36.6,634,2
1764,10.3,6.3,15.9,25.7,21.9,58.7,1.03,19.2,301,3
1765,3.4,9.5,0.4,29.0,30.8,80.6,2.69,23.9,656,0
1766,6.9,8.5,3.4,30.2,28.2,72.3,1.84,14.2,422,2
1767,3.9,16.7,51.4,39.7,23.1,59.7,1.94,60.1,484,1
1768,11.3,4.4,5.6,28.4,23.9,57.0,0.96,11.4,370,3
1769,11.3,3.9,0.4,27.3,26.1,81.7,1.07,4.0,520,3
1770,5.2,14.5,6.7,35.0,48.4,80.4,1.96,30.2,747,1
1771,14.5,3.5,11.1,23.0,26.9,45.5,1.17,17.6,410,3
1772,7.5,9.9,20.9,27.3,32.8,77.9,1.3,33.3,580,2
1773,13.0,5.1,1.8,27.0,19.4,78.6,1.0,6.3,202,3
1774,4.5,21.0,13.1,36.3,34.7,99.2,2.26,34.1,742,1
1775,3.7,10.7,30.8,36.3,41.4,59.6,1.95,35.6,617,1
1776,16.0,5.3,18.1,29.2,16.9,58.3,0.98,21.8,219,3
1777,5.1,0.8,84.5,28.5,24.8,62.2,1.41,102.4,287,2
1778,13.0,3.0,12.0,24.4,20.3,71.5,0.91,19.0,473,3
1779,10.8,6.1,2.7,22.5,20.6,68.2,0.95,11.3,530,3
1780,11.9,7.0,19.6,20.9,18.2,42.4,0.83,24.7,316,3
1781,6.3,6.3,19.9,31.5,21.8,70.3,1.95,38.8,707,1
1782,5.4,15.1,13.1,35.5,20.7,91.0,1.99,17.2,597,1
1783,11.6,7.2,9.9,27.8,16.8,72.7,1.13,16.5,589,3
1784,21.5,3.4,7.8,25.7,21.4,58.1,1.06,11.9,589,3
1785,6.9,10.4,41.2,29.4,26.5,49.7,1.47,51.6,622,2
1786,13.3,6.4,7.5,22.0,20.0,44.1,1.03,11.5,458,3
1787,11.6,4.6,7.0,27.4,26.9,51.0,1.55,16.8,436,2
1788,5.0,14.4,7.5,34.9,31.4,76.9,1.43,25.2,342,2
1789,3.0,24.8,47.4,57.2,43.2,80.2,2.26,56.9,876,0
1790,10.2,4.7,6.1,29.0,17.7,57.3,0.89,9.2,600,3
1791,2.6,10.3,35.1,34.7,22.7,68.8,2.33,59.4,816,0
1792,12.2,8.1,14.2,22.7,21.5,64.4,1.06,22.5,389,3
1793,8.0,9.7,20.4,31.4,16.3,69.8,1.49,32.0,643,2
1794,3.9,15.2,3.4,38.8,33.0,65.2,1.76,14.3,526,1
1795,12.1,5.9,9.6,29.5,28.5,60.8,1.58,25.0,386,2
1796,4.3,13.8,12.0,41.4,46.8,74.5,3.61,37.6,632,0
1797,4.8,17.1,0.8,49.5,28.8,99.9,1.8,26.1,755,0
1798,10.4,2.6,34.1,25.6,18.2,77.7,1.24,39.8,380,3
1799,3.4,21.4,90.5,34.8,45.4,87.9,2.11,108.9,521,0
1800,3.9,10.1,122.3,39.2,41.2,57.5,2.4,134.5,730,1
1801,6.6,5.2,49.3,31.7,28.1,72.4,1.31,57.3,373,2
1802,7.5,21.9,60.5,19.5,44.0,79.5,2.68,85.9,689,0
1803,5.3,15.9,27.1,35.9,36.3,66.6,1.91,49.5,426,1
1804,10.8,7.3,26.6,17.4,22.0,45.8,0.97,33.0,451,3
1805,6.4,18.4,10.6,34.5,32.1,80.8,2.37,18.6,763,1
1806,12.2,4.1,2.0,24.7,13.9,56.3,0.89,5.5,510,3
1807,10.3,7.5,9.7,26.2,26.9,79.4,1.02,14.5,322,3
1808,10.4,5.8,19.4,20.8,19.5,62.7,1.11,25.8,458,3
1809,3.5,17.3,78.3,39.3,42.2,59.7,2.19,94.6,582,1
1810,10.6,7.8,7.7,20.5,14.0,52.8,1.1,12.0,320,3
1811,12.5,4.0,6.8,22.1,25.4,56.2,0.93,12.7,389,3
1812,15.8,6.4,2.3,21.2,15.1,40.0,1.04,6.1,481,3
1813,7.3,-6.2,17.5,30.4,24.1,103.6,2.21,40.4,521,1
1814,3.7,14.6,11.1,25.5,30.5,83.5,2.27,26.3,698,0
